Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
CA$0.015,CA$15.08,CA$181,12 TB,3 months,"Internal 3.5""",HDD,Used,HGST - WD Ultrastar DC HC520 HDD | HUH721212ALE601 | 12TB 7200RPM SATA 6Gb/s 256MB Cache 3.5-Inch | ISE 512e | Helium Data Center Internal Hard Disk Drive (Renewed),"<a href=""https://www.amazon.ca/dp/B07Y8GF5M6"">HGST - WD Ultrastar DC HC520 HDD | HUH721212ALE601 | 12TB 7200RPM SATA 6Gb/s 256MB Cache 3.5-Inch | ISE 512e | Helium Data Center Internal Hard Disk Drive (Renewed)</a>"
CA$0.017,CA$17.24,CA$414,24 TB,3 months,"Internal 3.5""",HDD,Used,Seagate Exos ST24000NM000C 24TB 7.2K RPM SATA 6Gb/s 512e 3.5in Enterprise Hard Drive (Renewed),"<a href=""https://www.amazon.ca/dp/B0DH6PMDY3"">Seagate Exos ST24000NM000C 24TB 7.2K RPM SATA 6Gb/s 512e 3.5in Enterprise Hard Drive (Renewed)</a>"
CA$0.019,CA$18.88,CA$378,20 TB,,"Internal 3.5""",HDD,Used,Seagate Exos X20 ST20000NM007D 20TB 7.2K RPM SATA 6Gb/s 3.5in Hard Drive (Renewed),"<a href=""https://www.amazon.ca/dp/B0DFZ573X3"">Seagate Exos X20 ST20000NM007D 20TB 7.2K RPM SATA 6Gb/s 3.5in Hard Drive (Renewed)</a>"
CA$0.019,CA$19.25,CA$154,8 TB,2 years,"Internal 3.5""",HDD,New,Seagate Barracuda Internal Hard Drive 8TB SATA 6Gb/s 256MB Cache 3.5-Inch (ST8000DM004),"<a href=""https://www.amazon.ca/dp/B075WYBQXJ"">Seagate Barracuda Internal Hard Drive 8TB SATA 6Gb/s 256MB Cache 3.5-Inch (ST8000DM004)</a>"
CA$0.020,CA$20.02,CA$240,12 TB,3 years,"Internal 3.5""",HDD,New,Seagate IronWolf 12TB NAS Internal Hard Drive HDD 3.5 Inch SATA 6GB/S 256MB Cache for Raid Network Storage (ST12000VN0007),"<a href=""https://www.amazon.ca/dp/B075XPBD5B"">Seagate IronWolf 12TB NAS Internal Hard Drive HDD 3.5 Inch SATA 6GB/S 256MB Cache for Raid Network Storage (ST12000VN0007)</a>"
CA$0.021,CA$20.78,CA$83,4 TB,,"Internal 3.5""",HDD,Used,HGST Ultrastar 7K4000 HUS724040ALA640 (0F14688) 4TB 7200RPM 64MB Cache SATA 6.0Gb/s 3.5in Enterprise Hard Drive (Renewed),"<a href=""https://www.amazon.ca/dp/B079S34BSS"">HGST Ultrastar 7K4000 HUS724040ALA640 (0F14688) 4TB 7200RPM 64MB Cache SATA 6.0Gb/s 3.5in Enterprise Hard Drive (Renewed)</a>"
CA$0.021,CA$21.14,CA$296,14 TB,1 year,"External 3.5""",HDD,New,"Seagate Expansion 14TB External Hard Drive HDD - USB 3.0, with Rescue Data Recovery Services (STKP14000400)","<a href=""https://www.amazon.ca/dp/B092R5JRDX"">Seagate Expansion 14TB External Hard Drive HDD - USB 3.0, with Rescue Data Recovery Services (STKP14000400)</a>"
CA$0.021,CA$21.25,CA$170,8 TB,2 years,"Internal 3.5""",HDD,New,Seagate BarraCuda 8TB Internal Hard Drive HDD – 3.5 Inch Sata 6 Gb/s 5400 RPM 256MB Cache for Computer Desktop PC – Frustration Free Packaging (ST8000DMZ04),"<a href=""https://www.amazon.ca/dp/B07H289S7C"">Seagate BarraCuda 8TB Internal Hard Drive HDD – 3.5 Inch Sata 6 Gb/s 5400 RPM 256MB Cache for Computer Desktop PC – Frustration Free Packaging (ST8000DMZ04)</a>"
CA$0.021,CA$21.39,CA$64,3 TB,1 year,"Internal 3.5""",HDD,Used,HITACHI Ultrastar 7K3000 HUA723030ALA640 3TB 7200 RPM 64MB Cache SATA III 6.0Gb/s 3.5in Enterprise Hard Drive (Renewed) - w/1 Year Warranty,"<a href=""https://www.amazon.ca/dp/B00MUPDUPA"">HITACHI Ultrastar 7K3000 HUA723030ALA640 3TB 7200 RPM 64MB Cache SATA III 6.0Gb/s 3.5in Enterprise Hard Drive (Renewed) - w/1 Year Warranty</a>"
CA$0.024,CA$23.73,CA$237,10 TB,,"Internal 3.5""",HDD,Used,"WD Gold 10TB Enterprise Class Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD102KRYZ","<a href=""https://www.amazon.ca/dp/B07XDD5MV8"">WD Gold 10TB Enterprise Class Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD102KRYZ</a>","<a href=""https://www.amazon.ca/dp/B07XDD5MV8"">WD Gold 10TB Enterprise Class Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD102KRYZ</a>"
CA$0.024,CA$23.75,CA$380,16 TB,2 years,"External 3.5""",HDD,New,"Western Digital 16TB Elements Desktop External Hard Drive, USB 3.0 External Hard Drive for Plug-and-Play Storage - WDBWLG0160HBK-NESN","<a href=""https://www.amazon.ca/dp/B08KTRKB6S"">Western Digital 16TB Elements Desktop External Hard Drive, USB 3.0 External Hard Drive for Plug-and-Play Storage - WDBWLG0160HBK-NESN</a>"
CA$0.024,CA$24.07,CA$144,6 TB,2 years,"Internal 3.5""",HDD,Used,"Western Digital 6TB WD Blue PC Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD60EZAX","<a href=""https://www.amazon.ca/dp/B0BNGL4BND"">Western Digital 6TB WD Blue PC Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD60EZAX</a>","<a href=""https://www.amazon.ca/dp/B0BNGL4BND"">Western Digital 6TB WD Blue PC Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD60EZAX</a>"
CA$0.024,CA$24.17,CA$290,12 TB,3 years,"Internal 3.5""",HDD,New,"Seagate IronWolf 3.5"" 12TB Internal Hard Disk HDD 3 Year Warranty 256MB 7200rpm 24 Hours Service for PC NAS RV Sensor ST12000VN0008","<a href=""https://www.amazon.ca/dp/B07XPZZ5F5"">Seagate IronWolf 3.5"" 12TB Internal Hard Disk HDD 3 Year Warranty 256MB 7200rpm 24 Hours Service for PC NAS RV Sensor ST12000VN0008</a>"
CA$0.024,CA$24.19,CA$193,8 TB,2 years,"External 3.5""",HDD,Used,"Western Digital 8TB My Book Desktop External Hard Drive, USB 3.0, External HDD with Password Protection and Backup Software - WDBBGB0080HBK-NESN, Black","<a href=""https://www.amazon.ca/dp/B01LQQHLGC"">Western Digital 8TB My Book Desktop External Hard Drive, USB 3.0, External HDD with Password Protection and Backup Software - WDBBGB0080HBK-NESN, Black</a>","<a href=""https://www.amazon.ca/dp/B01LQQHLGC"">Western Digital 8TB My Book Desktop External Hard Drive, USB 3.0, External HDD with Password Protection and Backup Software - WDBBGB0080HBK-NESN, Black</a>"
CA$0.024,CA$24.37,CA$195,8 TB,2 years,"Internal 3.5""",HDD,New,"Western Digital 8TB WD Blue PC Internal Hard Drive HDD - 5640 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD80EAAZ","<a href=""https://www.amazon.ca/dp/B0CMQ8XBBR"">Western Digital 8TB WD Blue PC Internal Hard Drive HDD - 5640 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD80EAAZ</a>","<a href=""https://www.amazon.ca/dp/B0CMQ8XBBR"">Western Digital 8TB WD Blue PC Internal Hard Drive HDD - 5640 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD80EAAZ</a>"
CA$0.025,CA$24.95,CA$499,20 TB,5 years,"Internal 3.5""",HDD,New,Seagate Skyhawk AI 20TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-House Rescue Services (ST20000VEZ02/ST20000VE002),"<a href=""https://www.amazon.ca/dp/B0BKGY2S2T"">Seagate Skyhawk AI 20TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with in-House Rescue Services (ST20000VEZ02/ST20000VE002)</a>"
CA$0.025,CA$25.50,CA$153,6 TB,2 years,"External 3.5""",HDD,New,Western Digital 6TB My Book Desktop External Hard Drive-USB 3.0-WDBBGB0060HBK-NESN,"<a href=""https://www.amazon.ca/dp/B01LQQHKZY"">Western Digital 6TB My Book Desktop External Hard Drive-USB 3.0-WDBBGB0060HBK-NESN</a>"
CA$0.026,CA$25.56,CA$409,16 TB,1 year,"External 3.5""",HDD,New,"Seagate Expansion 16TB External Hard Drive HDD - USB 3.0, with Rescue Data Recovery Services (STKP16000400)","<a href=""https://www.amazon.ca/dp/B092R4955J"">Seagate Expansion 16TB External Hard Drive HDD - USB 3.0, with Rescue Data Recovery Services (STKP16000400)</a>","<a href=""https://www.amazon.ca/dp/B092R4955J"">Seagate Expansion 16TB External Hard Drive HDD - USB 3.0, with Rescue Data Recovery Services (STKP16000400)</a>"
CA$0.026,CA$25.62,CA$205,8 TB,1 year,"External 3.5""",HDD,New,"Seagate Expansion 8TB External Hard Drive HDD - USB 3.0, with Rescue Data Recovery Services (STKP8000400)","<a href=""https://www.amazon.ca/dp/B092R5KTT7"">Seagate Expansion 8TB External Hard Drive HDD - USB 3.0, with Rescue Data Recovery Services (STKP8000400)</a>"
CA$0.026,CA$25.94,CA$467,18 TB,2 years,"Internal 3.5""",HDD,New,"Seagate Exos X18 Enterprise 18TB HDD CMR 3.5"" Hyperscale SATA 6Gb/s 7200RPM 512e 4Kn FastFormat Low Latency with Improved Caching Model No: ST18000NM00J","<a href=""https://www.amazon.ca/dp/B08JV6PP9B"">Seagate Exos X18 Enterprise 18TB HDD CMR 3.5"" Hyperscale SATA 6Gb/s 7200RPM 512e 4Kn FastFormat Low Latency with Improved Caching Model No: ST18000NM00J</a>"
CA$0.026,CA$26.00,CA$156,6 TB,3 years,"Internal 3.5""",HDD,Used,"Western Digital 6TB WD Red Plus NAS Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" -WD60EFPX","<a href=""https://www.amazon.ca/dp/B0BDXQ61Z9"">Western Digital 6TB WD Red Plus NAS Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" -WD60EFPX</a>","<a href=""https://www.amazon.ca/dp/B0BDXQ61Z9"">Western Digital 6TB WD Red Plus NAS Internal Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" -WD60EFPX</a>"
CA$0.026,CA$26.07,CA$365,14 TB,,"Internal 3.5""",HDD,New,"Seagate Exos X18 ST14000NM000J 14 TB Hard Drive - Internal - SATA (SATA/600) - Conventional Magnetic Recording (CMR) Method - Storage System, Video Surveillance System Device Supported - 7200rpm","<a href=""https://www.amazon.ca/dp/B09DVS8LDW"">Seagate Exos X18 ST14000NM000J 14 TB Hard Drive - Internal - SATA (SATA/600) - Conventional Magnetic Recording (CMR) Method - Storage System, Video Surveillance System Device Supported - 7200rpm</a>"
CA$0.026,CA$26.11,CA$470,18 TB,5 years,"Internal 3.5""",HDD,New,"Seagate Exos X18 18TB Enterprise HDD - CMR 3.5 Inch Hyperscale SATA 6Gb/s, 7200 RPM, 512e and 4Kn FastFormat, Low Latency with Enhanced Caching (ST18000NM000J)","<a href=""https://www.amazon.ca/dp/B08K98VFXT"">Seagate Exos X18 18TB Enterprise HDD - CMR 3.5 Inch Hyperscale SATA 6Gb/s, 7200 RPM, 512e and 4Kn FastFormat, Low Latency with Enhanced Caching (ST18000NM000J)</a>"
CA$0.026,CA$26.12,CA$627,24 TB,5 years,"Internal 3.5""",HDD,New,Seagate Skyhawk AI 24TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 512MB Cache for DVR NVR Security Camera System with in-House Rescue Services (ST24000VE002),"<a href=""https://www.amazon.ca/dp/B0CP81HTNX"">Seagate Skyhawk AI 24TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 512MB Cache for DVR NVR Security Camera System with in-House Rescue Services (ST24000VE002)</a>"
CA$0.026,CA$26.16,CA$575,22 TB,5 years,"Internal 3.5""",HDD,New,"Seagate IronWolf Pro 22TB Enterprise NAS Internal HDD Hard Drive – CMR 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage, Rescue Services (ST22000NTZ01/ST22000NT001)","<a href=""https://www.amazon.ca/dp/B0B94NBBJH"">Seagate IronWolf Pro 22TB Enterprise NAS Internal HDD Hard Drive – CMR 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage, Rescue Services (ST22000NTZ01/ST22000NT001)</a>"
CA$0.026,CA$26.29,CA$210,8 TB,3 years,"Internal 3.5""",HDD,Used,"Western Digital 8TB WD Red Plus NAS Internal Hard Drive HDD - 5640 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD80EFPX","<a href=""https://www.amazon.ca/dp/B0CMQ6SK7W"">Western Digital 8TB WD Red Plus NAS Internal Hard Drive HDD - 5640 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD80EFPX</a>","<a href=""https://www.amazon.ca/dp/B0CMQ6SK7W"">Western Digital 8TB WD Red Plus NAS Internal Hard Drive HDD - 5640 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD80EFPX</a>"
CA$0.027,CA$26.54,CA$478,18 TB,5 years,"Internal 3.5""",HDD,Used,"Western Digital 18TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD181KFGX","<a href=""https://www.amazon.ca/dp/B08K3TFM92"">Western Digital 18TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD181KFGX</a>","<a href=""https://www.amazon.ca/dp/B08K3TFM92"">Western Digital 18TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD181KFGX</a>"
CA$0.027,CA$26.63,CA$533,20 TB,5 years,"Internal 3.5""",HDD,New,"Western Digital 20TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 512 MB Cache, 3.5"" - WD201KFGX","<a href=""https://www.amazon.ca/dp/B09TBF6GHJ"">Western Digital 20TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 512 MB Cache, 3.5"" - WD201KFGX</a>","<a href=""https://www.amazon.ca/dp/B09TBF6GHJ"">Western Digital 20TB WD Red Pro NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 512 MB Cache, 3.5"" - WD201KFGX</a>"
CA$0.027,CA$26.76,CA$107,4 TB,3 years,"Internal 3.5""",HDD,Used,"Western Digital 4TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD43PURZ","<a href=""https://www.amazon.ca/dp/B0C4X6RDV8"">Western Digital 4TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD43PURZ</a>","<a href=""https://www.amazon.ca/dp/B0C4X6RDV8"">Western Digital 4TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD43PURZ</a>"
CA$0.027,CA$26.87,CA$430,16 TB,5 years,"Internal 3.5""",HDD,New,Seagate Skyhawk AI 16TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with Drive Health Management and in-House Rescue Services (ST16000VE002),"<a href=""https://www.amazon.ca/dp/B08KTMVWNZ"">Seagate Skyhawk AI 16TB Video Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 256MB Cache for DVR NVR Security Camera System with Drive Health Management and in-House Rescue Services (ST16000VE002)</a>"
CA$0.027,CA$27.00,CA$108,4 TB,2 years,"Internal 3.5""",HDD,Used,Seagate BarraCuda 4TB Internal Hard Drive HDD – 3.5 Inch Sata 6 Gb/s 5400 RPM 256MB Cache For Computer Desktop PC – Frustration Free Packaging ST4000DMZ04/DM004,"<a href=""https://www.amazon.ca/dp/B07D9C7SQH"">Seagate BarraCuda 4TB Internal Hard Drive HDD – 3.5 Inch Sata 6 Gb/s 5400 RPM 256MB Cache For Computer Desktop PC – Frustration Free Packaging ST4000DMZ04/DM004</a>","<a href=""https://www.amazon.ca/dp/B07D9C7SQH"">Seagate BarraCuda 4TB Internal Hard Drive HDD – 3.5 Inch Sata 6 Gb/s 5400 RPM 256MB Cache For Computer Desktop PC – Frustration Free Packaging ST4000DMZ04/DM004</a>"
CA$0.027,CA$27.10,CA$542,20 TB,5 years,"Internal 3.5""",HDD,New,Seagate Exos X20 20TB SATA HDD SATA 6Gb/s 7200 RPM (ST20000NM007D),"<a href=""https://www.amazon.ca/dp/B09MWKXR2T"">Seagate Exos X20 20TB SATA HDD SATA 6Gb/s 7200 RPM (ST20000NM007D)</a>"
CA$0.027,CA$27.29,CA$655,24 TB,5 years,"Internal 3.5""",HDD,New,"Seagate IronWolf Pro 24TB Enterprise NAS Internal HDD Hard Drive – CMR 3.5 Inch SATA 6Gb/s 7200 RPM 512MB Cache for RAID Network Attached Storage, Rescue Services (ST24000NTZ02)","<a href=""https://www.amazon.ca/dp/B0CSP3H8Q9"">Seagate IronWolf Pro 24TB Enterprise NAS Internal HDD Hard Drive – CMR 3.5 Inch SATA 6Gb/s 7200 RPM 512MB Cache for RAID Network Attached Storage, Rescue Services (ST24000NTZ02)</a>"
CA$0.027,CA$27.50,CA$220,8 TB,,"External 3.5""",HDD,New,"Western Digital 8TB Elements Desktop Hard Drive HDD, USB 3.0, Compatible with PC, Mac, PS4 & Xbox - WDBWLG0080HBK-NESN","<a href=""https://www.amazon.ca/dp/B07D5V2ZXD"">Western Digital 8TB Elements Desktop Hard Drive HDD, USB 3.0, Compatible with PC, Mac, PS4 & Xbox - WDBWLG0080HBK-NESN</a>"
